,original_params,pruned_nonzero_params,size_reduction_percent,original_inference_time_ms,pruned_inference_time_ms,speed_improvement_percent
0,1832073,1832071,0.00010916595572338001,6.506919860839844,6.997108459472656,-7.533343104206361
